id,uuid,name,description,description_source,category_id,category_name,muscles_primary,muscles_secondary,equipment_list,image_url,image_thumbnail_url,is_front_image,wger_variations,embed_status,created_at,updated_at
184,ee8e8db4-2d82-49e1-ab7f-891e9a354934,Deadlifts,"Stand firmly, with your feet slightly more than shoulder wide apart. Stand directly behind the bar where it should barely touch your shin, your feet pointing a bit out. Bend down with a straight back, the knees also pointing somewhat out. Grab the bar with a shoulder wide grip, one underhand, one reverse grip. Pull the weight up. At the highest point make a slight hollow back and pull the bar back. Hold 1 or 2 seconds that position. Go down, making sure the back is not bent. Once down you can either go back again as soon as the weights touch the floor, or make a pause, depending on the weight.",wger,12,Back,"[""Latissimus dorsi"", ""Gluteus maximus"", ""Hamstrings""]","[""Quadriceps femoris"", ""Latissimus dorsi""]","[""Barbell""]",https://wger.de/media/exercise-images/184/1709c405-620a-4d07-9658-fade2b66a2df.jpeg,https://wger.de/media/exercise-images/184/1709c405-620a-4d07-9658-fade2b66a2df.jpeg,1,3.0,pending,2026-03-29 04:49:35,2026-03-29 05:39:42
185,bcd801f0-9a38-4615-a91c-900153c8c234,Decline Bench Press Barbell,"Lay down on a decline bench, the bar should be directly above your eyes, the knees are somewhat angled and the feet are firmly on the floor. Concentrate, breath deeply and grab the bar more than shoulder wide. Bring it slowly down till it briefly touches your chest at the height of your nipples. Push the bar up.",wger,11,Chest,"[""Pectoralis major""]","[""Triceps brachii"", ""Anterior deltoid""]","[""Barbell"", ""Bench""]",https://wger.de/media/exercise-images/100/Decline-bench-press-2.png,https://wger.de/media/exercise-images/100/Decline-bench-press-2.png,0,7.0,pending,2026-03-29 04:49:35,2026-03-29 05:39:43
186,dda69c96-62d4-4690-aa07-a4a0f6ceb63a,Decline Bench Press Dumbbell,"Take two dumbbells and sit on a decline bench, the feet are firmly on the floor, the head is resting the bench. Hold the weights next to the chest, at the height of your nipples and press them up till the arms are stretched. Let the weight slowly and controlled down.",wger,11,Chest,"[""Pectoralis major""]","[""Triceps brachii"", ""Anterior deltoid""]","[""Dumbbell"", ""Bench""]",,,1,7.0,pending,2026-03-29 04:49:35,2026-03-29 04:49:35
188,b99c91be-8805-4e15-9cb6-486b55b81ae1,Decline Pushups,"With your feet raised approximately 30cm on a platform, align your shoulders, elbows and hands, then perform regular pushups. This emphasises the clavicular fibers of the pectoralis major.",wger,11,Chest,"[""Pectoralis major""]","[""Triceps brachii"", ""Anterior deltoid""]","[""Bodyweight""]",,,1,8.0,pending,2026-03-29 04:49:35,2026-03-29 04:49:35
189,e7a964cd-e68e-4926-bc7c-577065137e18,Deficit Deadlift,"Preparation Stand on weight plate, bumper plate, or shallow elevated platform with loaded bar above feet. Squat down and grasp bar with shoulder width or slightly wider overhand or mixed grip. Execution Lift bar by extending hips and knees to full extension. Pull shoulders back at top of lift if rounded. Return weights to floor by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Repeat. Comments Throughout lift, keep hips low, shoulders high, arms and back straight. Knees should point same direction as feet throughout movement. Keep bar close to body to improve mechanical leverage. Grip strength and strength endurance often limit ability to perform multiple reps at heavy resistances. Gym chalk, wrist straps, grip work, and mixed grip can be used to enhance grip. Mixed grip indicates one hand holding with overhand grip and other hand holding with underhand grip. Lever barbell jack can be used to lift barbell from floor for easier loading and unloading of weight plates. Barbell Deficit Deadlift emphasizes building strength through lowest portion of Deadlift. Target muscle is exercised isometrically. Heavy barbell deadlifts significantly engages Latissmus Dorsi. See Barbell Deficit Deadlift under Gluteus Maximus. Also see Deadlift Analysis.",wger,12,Back,"[""Latissimus dorsi"", ""Gluteus maximus"", ""Hamstrings""]","[""Latissimus dorsi"", ""Quadriceps femoris""]","[""Barbell""]",,,1,3.0,pending,2026-03-29 04:49:35,2026-03-29 04:49:35
193,14d5cdbc-9b17-4296-a282-0a81cd3c4c4e,Diagonal Shoulder Press,"Starting Position: Sit on a bench press machine with your back slightly reclined. Grasp the handles so they are positioned in front of your shoulders.
Execution: Press the handles forward and upward until your arms are almost fully extended. Control the weight as you return to the starting position.
Tips: This variation emphasizes the shoulders. Maintain a stable back against the pad and avoid using momentum.",gpt_generated,13,Shoulders,"[""Anterior deltoid""]","[""Triceps brachii""]","[""Machine""]",,,1,5.0,pending,2026-03-29 04:49:35,2026-03-30 01:12:46
194,09dd3e3c-e53a-4e2c-a2e3-645d334f53e2,Dips,"A dip is an upper-body strength exercise. Narrow, shoulder-width dips primarily train the triceps, with major synergists being the anterior deltoid, the pectoralis muscles (sternal, clavicular, and minor), and the rhomboid muscles of the back (in that order).[1] Wide arm training places additional emphasis on the pectoral muscles, similar in respect to the way a wide grip bench press would focus more on the pectorals and less on the triceps.",wger,11,Chest,"[""Pectoralis major"", ""Triceps brachii""]","[""Anterior deltoid"", ""Latissimus dorsi""]","[""Bodyweight""]",https://wger.de/media/exercise-images/194/34600351-8b0b-4cb0-8daa-583537be15b0.png,https://wger.de/media/exercise-images/194/34600351-8b0b-4cb0-8daa-583537be15b0.png,1,19.0,pending,2026-03-29 04:49:35,2026-03-29 05:39:41
197,7c8eb1ac-2d7e-4ca7-919a-1848ba38e0f4,Dips Between Two Benches,"Put two benches so far appart, that you can hold onto one with your hands and are just able to reach the other with your feet. The legs stay during the exercise completely stretched. With your elbows facing back, bend them as much as you can. Push yourself up, but don't stretch out the arms.",wger,8,Arms,"[""Triceps brachii""]","[""Pectoralis major"", ""Anterior deltoid""]","[""Bench"", ""Bodyweight""]",https://wger.de/media/exercise-images/83/Bench-dips-2.png,https://wger.de/media/exercise-images/83/Bench-dips-2.png,0,19.0,pending,2026-03-29 04:49:35,2026-03-29 05:39:43
202,46e0f60c-fdc0-489a-82e4-a5b7476a5c21,Dumbbell Concentration Curl,Sit on bench. Grasp dumbbell between feet. Place back of upper arm to inner thigh. Lean into leg to raise elbow slightly.,wger,8,Arms,"[""Biceps brachii""]",[],"[""Dumbbell"", ""Bench""]",,,1,16.0,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
203,b7c6a444-90ea-4f5b-9fea-748311606eaa,Dumbbell Goblet Squat,"Grasp dumbbell with both hands at the sides of the upper plates. Hold dumbbell in front of chest, close to torso. Place feet about shoulderwide apart, keep knees slightly bent. Squat down until thighs are parallel to floor. Keep back straight, bend and move hips backward to keep knees above feet. Return, keep knees slightly flexed. Repeat. Keep bodyweight on heels and look ahead or slightly above to keep back straight.",wger,9,Legs,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Hamstrings""]","[""Dumbbell""]",https://wger.de/media/exercise-images/203/300a44ac-4368-48e2-8b18-beea32ab915d.gif,https://wger.de/media/exercise-images/203/300a44ac-4368-48e2-8b18-beea32ab915d.gif,0,12.0,pending,2026-03-29 04:49:35,2026-03-29 05:39:44
204,43e85cb8-51d0-4892-b1bf-80a3cb111ff6,Dumbbell Incline Curl,"Setup: Set an adjustable bench to an incline of approximately 45 to 60 degrees . Starting Position: Sit back against the bench with a dumbbell in each hand. Let your arms hang straight down toward the floor with your palms facing forward (supinated grip). The Curl: Keeping your upper arms stationary and shoulders pinned back against the bench, exhale and curl the weights upward toward your shoulders. Peak Contraction: Squeeze your biceps hard at the top of the movement, ensuring your elbows do not swing forward. The Descent: Inhale and slowly lower the dumbbells back to the starting position, maintaining full control and feeling the stretch in the biceps.",wger,8,Arms,"[""Biceps brachii""]",[],"[""Dumbbell"", ""Bench""]",,,1,16.0,pending,2026-03-29 04:49:35,2026-03-29 04:49:35
205,2f1a2707-e7ff-46ac-9112-3e31e6e961ee,Dumbbell Lunges Standing,"Starting Position: Stand upright with a dumbbell in each hand, palms facing your sides.
Execution: Step forward with one leg and lower your hips until both knees are bent at a 90-degree angle. Push off the front foot to return to the starting position.
Tips: Keep your torso upright and your front knee aligned with your ankle. Do not let your back knee touch the floor.",gpt_generated,9,Legs,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Hamstrings""]","[""Dumbbell""]",,,1,13.0,pending,2026-03-29 04:49:35,2026-03-30 01:12:46
206,dcc6e237-a8bb-4eca-bbc5-7fb852636f6a,Dumbbell Lunges Walking,"Take two dumbbells in your hands, stand straight, feet about shoulder wide. Take one long step so that the front knee is approximately forming a right angle. The back leg is streched, the knee is low but doesn't touch the ground. ""Complete"" the step by standing up and repeat the movement with the other leg.",wger,9,Legs,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Hamstrings""]","[""Dumbbell""]",https://wger.de/media/exercise-images/113/Walking-lunges-4.png,https://wger.de/media/exercise-images/113/Walking-lunges-4.png,0,13.0,pending,2026-03-29 04:49:35,2026-03-29 05:39:43
208,fe328b2b-cc6d-4f12-a2c6-85ce374217c7,Dumbbells on Scott Machine,"Starting Position: Sit at a Scott (preacher) bench and place your upper arms on the pad. Grasp a dumbbell with an underhand grip, arm fully extended.
Execution: Curl the dumbbell upward toward your shoulder. Squeeze the bicep at the top, then slowly lower the weight back to the starting position.
Tips: Keep your upper arm stationary on the pad. Avoid using momentum or swinging the weight.",gpt_generated,8,Arms,"[""Biceps brachii""]",[],"[""Dumbbell"", ""Machine""]",,,1,,pending,2026-03-29 04:49:35,2026-03-30 01:12:46
211,d8bddb58-91b0-4d7b-8ec1-cd742584b607,Dumbbell Triceps Extension,"Position one dumbbell over head with both hands under inner plate (heart shaped grip). With elbows over head, lower forearm behind upper arm by flexing elbows. Flex wrists at bottom to avoid hitting dumbbell on back of neck. Raise dumbbell over head by extending elbows while hyperextending wrists. Return and repeat.",wger,8,Arms,"[""Triceps brachii""]",[],"[""Dumbbell""]",,,1,17.0,pending,2026-03-29 04:49:35,2026-03-29 04:49:35
222,d7a418d4-d0cb-4f85-8a7c-1e9d97152cbd,Facepull,"Attach a rope to a pulley station set at about chest level. Step back so you're supporting the weight with arms completely outstretched and assume a staggered (one foot forward) stance. Bend the knees slightly for a stable base. Retract the scapulae (squeeze your partner's finger with your shoulder blades) and pull the center of the rope slightly up towards the face. A good cue is to think about pulling the ends of the rope apart, not just pulling back. As you near your face, externally rotate so your knuckles are facing the ceiling. Hold for one second at the top position and slowly lower.",wger,13,Shoulders,"[""Anterior deltoid"", ""Latissimus dorsi""]",[],"[""Cable""]",,,1,,pending,2026-03-29 04:49:35,2026-03-29 04:49:35
235,fdc550b6-ec58-4023-ba62-b54045e9a10d,Flutter Kicks,"-Laying on the back, lift your straightened legs from the ground at a 45 degree angle. -As your Left foot travels downward and nearly touches the floor, your Right foot should seek to reach a 90 degree angle, or as close to one as possible. -Bring your R foot down until it nearly touches the floor, and bring your L foot upwards. Maintain leg rigidity throughout the exercise. Your head should stay off the ground, supported by tightened upper abdominals. -(L up R down, L down R up, x2) ^v, v^, ^v, v^ = 1 rep -Primarily works the Rectus Abdominus, the hip flexors and the lower back. Secondarily works the Obliques. Emphasis placed on the lower quadrant of the abs.",wger,10,Abs,"[""Rectus abdominis""]","[""Obliques"", ""Latissimus dorsi""]","[""Bodyweight""]",,,1,11.0,pending,2026-03-29 04:49:35,2026-03-29 04:49:35
237,07c5b9f4-2be5-4a3d-b6d2-16235da1ae3a,Fly With Cable,"Starting Position: Stand in the center of a cable crossover machine. Grasp the high-pulley handles with an underhand grip. Step forward slightly, creating tension on the cables.
Execution: Bring your hands together and down in a wide arcing motion, until they meet in front of your lower chest or abdomen. Slowly return to the starting position.
Tips: Focus on squeezing your chest muscles together. Keep a slight bend in your elbows throughout the movement.",gpt_generated,11,Chest,"[""Pectoralis major""]","[""Anterior deltoid""]","[""Cable""]",https://wger.de/media/exercise-images/122/Incline-cable-flyes-2.png,https://wger.de/media/exercise-images/122/Incline-cable-flyes-2.png,0,9.0,pending,2026-03-29 04:49:35,2026-03-30 01:12:46
238,95d226ad-3bf7-4cd6-aa64-2f26b526d8b6,Fly With Dumbbells,"Take two dumbbells and lay on a bench, make sure the feet are firmly on the ground and your back is not arched, but has good contact with the bench. The arms are stretched in front of you, about shoulder wide. Bend now the arms a bit and let them down with a half-circle movement to the side. Without changing the angle of the elbow bring them in a fluid movement back up.",wger,11,Chest,"[""Pectoralis major""]",[],"[""Dumbbell"", ""Bench""]",https://wger.de/media/exercise-images/238/c6464fb3-1924-4ff1-adfa-fd36da9b5d13.png,https://wger.de/media/exercise-images/238/c6464fb3-1924-4ff1-adfa-fd36da9b5d13.png,0,9.0,pending,2026-03-29 04:49:35,2026-03-29 05:39:44
239,55d0a5ec-b147-40c3-aa77-314e61c93689,"Fly With Dumbbells, Decline Bench","The exercise is the same as with a regular bench: Take two dumbbells and lay on a bench, make sure the feet are firmly on the ground and your back is not arched, but has good contact with the bench. The arms are stretched in front of you, about shoulder wide. Bend now the arms a bit and let them down with a half-circle movement to the side. Without changing the angle of the elbow bring them in a fluid movement back up.",wger,11,Chest,"[""Pectoralis major""]",[],"[""Dumbbell"", ""Bench""]",,,1,9.0,pending,2026-03-29 04:49:35,2026-03-29 04:49:35
