name,cuisine_type,calories,protein,carbs,fat,diet_tags,description,embed_status,image_url
Three-Ingredient Paleo Chocolate Truffles,french,2636,23.43,183.78,200.78,"[""paleo""]","Viên truffles socola ba nguyên liệu, đơn giản mà đẳng cấp, tan chảy mịn màng.",pending,https://your-domain.com/images/default-meal.png
Toasted Egg Fiesta Paleo Wrap (Ketogenic),american,425,13.92,32.74,26.53,"[""paleo""]","Bánh cuộn trứng nướng giòn, đậm đà hương vị lễ hội Mexico đầy năng lượng.",pending,https://your-domain.com/images/default-meal.png
Paleo Beef Stroganoff,eastern europe,1619,215.13,36.63,68.05,"[""paleo""]","Bò hầm Stroganoff sốt kem béo ngậy, thịt mềm thấm vị Đông Âu đặc trưng.",pending,https://your-domain.com/images/default-meal.png
Easy Paleo Meatloaf with Bacon,american,2406,203.61,23.57,166.41,"[""paleo""]","Thịt cuộn nướng bọc thịt xông khói giòn rụm, mềm mọng bên trong đậm đà.",pending,https://your-domain.com/images/default-meal.png
Papaya Chicken Paleo Wrap,british,615,40.75,33.63,35.28,"[""paleo""]","Bánh cuộn gà đu đủ tươi mát, sự kết hợp độc đáo, bổ dưỡng và thanh đạm.",pending,https://your-domain.com/images/default-meal.png
Paleo Vegan Enchilada Casserole,american,1906,96.62,331.56,21.46,"[""paleo""]","Enchilada thuần chay bỏ lò, đậm đà sốt ớt và rau củ tươi ngon bổ dưỡng.",pending,https://your-domain.com/images/default-meal.png
"Blueberry Almond Mug Cake (Paleo, Gluten Free)",american,501,14.22,33.55,34.47,"[""paleo""]","Bánh mug cake hạnh nhân việt quất, mềm xốp và làm nhanh trong phút chốc.",pending,https://your-domain.com/images/default-meal.png
Smoked Salmon Paleo Wrap Bites,nordic,714,34.01,82.25,27.63,"[""paleo""]","Cuộn cá hồi xông khói nhỏ xinh, tươi ngon và đậm vị biển Bắc Âu.",pending,https://your-domain.com/images/default-meal.png
Paleo Meatloaf,american,2456,283.04,85.83,108.96,"[""paleo""]","Thịt cuộn nướng kiểu Mỹ truyền thống, đậm đà, giàu đạm và rất chắc thịt.",pending,https://your-domain.com/images/default-meal.png
Dairy-free Paleo Ranch Dressing,american,2102,5.63,10.85,226.21,"[""paleo""]","Sốt Ranch không sữa tươi mát, thơm nồng thảo mộc và béo dịu tự nhiên.",pending,https://your-domain.com/images/default-meal.png
Paleo Tangy BBQ Pulled Pork,american,2591,244.91,263.45,61.97,"[""paleo""]","Thịt heo xé sốt BBQ chua ngọt, mềm mọng và thơm mùi khói đặc trưng.",pending,https://your-domain.com/images/default-meal.png
Easy Paleo Fried Fish Sticks,french,2529,106.13,43.27,214.62,"[""paleo""]","Cá viên chiên giòn tan, thịt cá trắng ngọt mềm bên trong lớp vỏ mỏng.",pending,https://your-domain.com/images/default-meal.png
Paleo Cheese-Stuffed Meatballs,american,1926,103.97,82.66,131.02,"[""paleo""]","Thịt viên nhân phô mai hạt béo ngậy, đậm đà và đầy bất ngờ khi thưởng thức.",pending,https://your-domain.com/images/default-meal.png
"Paleo Shrimp, Bacon and Tomato Pasta Recip",italian,1157,72.33,48.97,74.65,"[""paleo""]","Mỳ tôm thịt xông khói sốt cà chua, đậm đà hương vị Ý đầy lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Primal Organic Chicken Recipe In A Paleo Wrap,american,665,37.07,50.05,35.2,"[""paleo""]","Bánh cuộn gà hữu cơ tươi ngon, thanh đạm và giàu dinh dưỡng lành mạnh.",pending,https://your-domain.com/images/default-meal.png
Paleo Vegan Cherry Garcia Ice Cream,american,1572,16.51,257.72,52.79,"[""paleo""]","Kem anh đào socola thuần chay, mát lạnh và ngọt ngào tự nhiên đầy sảng khoái.",pending,https://your-domain.com/images/default-meal.png
Paleo Sweet Potato Casserole,italian,6191,38.03,1061.56,199.18,"[""paleo""]","Khoai lang bỏ lò kiểu Ý, vị ngọt bùi quyện cùng thảo mộc thơm nồng.",pending,https://your-domain.com/images/default-meal.png
Paleo Crab Cakes,american,1147,32.3,14.14,106.85,"[""paleo""]","Chả cua chiên vàng giòn, đậm đà vị thịt cua tươi ngọt lịm tự nhiên.",pending,https://your-domain.com/images/default-meal.png
Paleo Chicken Piccata,french,1749,38.49,111.57,127.66,"[""paleo""]","Gà sốt chanh vàng và nụ tầm xuân, vị chua thanh tinh tế và sang trọng.",pending,https://your-domain.com/images/default-meal.png
Paleo Broccoli Salad,american,1510,33.1,59.46,126.68,"[""paleo""]","Salad bông cải xanh giòn ngọt, rưới sốt kem béo nhẹ và hạt bùi bổ dưỡng.",pending,https://your-domain.com/images/default-meal.png
"Cauliflower Fried ""Rice"" (Paleo)",chinese,435,26.48,44.85,16.65,"[""paleo""]","Cơm súp lơ xào thập cẩm, món ăn nhẹ nhàng thay thế tinh bột tuyệt vời.",pending,https://your-domain.com/images/default-meal.png
Paleo Pumpkin Bolognese,italian,1373,83.7,41.66,96.89,"[""paleo""]","Sốt Bolognese bí ngô lạ miệng, đậm đà và giàu dưỡng chất mùa thu ấm áp.",pending,https://your-domain.com/images/default-meal.png
No-Bake Paleo Chocolate Chip Coconut Bars,american,6059,74.81,272.62,518.78,"[""paleo""]","Thanh dừa socola không nướng, giòn bùi và ngọt thanh tự nhiên đầy năng lượng.",pending,https://your-domain.com/images/default-meal.png
Portobello Mushroom Paleo Taco,italian,1544,81.07,46.84,114.72,"[""paleo""]","Taco nấm Portobello nướng, nhân đậm đà và thanh đạm theo phong cách Ý.",pending,https://your-domain.com/images/default-meal.png
Paleo BBQ Ranch Meatloaf,american,2192,173.86,79.71,130.88,"[""paleo""]","Thịt cuộn nướng sốt BBQ Ranch, hương vị bùng nổ và lôi cuốn cho bữa tối.",pending,https://your-domain.com/images/default-meal.png
Keto Paleo Tuna Taquitos Recipe,mexican,1180,46.45,79.45,75.1,"[""paleo""]","Taquitos cá ngừ giòn rụm, ít tinh bột và đậm chất Mexico đầy sảng khoái.",pending,https://your-domain.com/images/default-meal.png
Paleo Chocolate Coconut Milk Panna Cotta,italian,1830,23.39,101.95,147.65,"[""paleo""]","Panna Cotta socola cốt dừa mịn màng, tan chảy đầy quyến rũ và béo ngậy.",pending,https://your-domain.com/images/default-meal.png
Slammin Wild Salmon Paleo Wrap Tumeric,nordic,1060,95.18,45.51,55.22,"[""paleo""]","Bánh cuộn cá hồi hoang dã hương nghệ, tươi ngon, bổ dưỡng và đẹp mắt.",pending,https://your-domain.com/images/default-meal.png
Quick and Easy Paleo Salads,french,953,44.68,28.95,73.11,"[""paleo""]","Salad tổng hợp tươi mát, chế biến nhanh gọn và đầy đủ vitamin thiết yếu.",pending,https://your-domain.com/images/default-meal.png
Paleo Ground Beef Spaghetti Squash Skillet,italian,1938,96.21,128.43,115.48,"[""paleo""]","Bí sợi mỳ xào bò băm, món ăn đậm đà, thanh nhẹ và giàu dinh dưỡng.",pending,https://your-domain.com/images/default-meal.png
Paleo Maple Pecan Latte Mug Cake,american,485,12.5,36.44,32.19,"[""paleo""]","Bánh mug cake vị latte hạt óc chó, thơm nồng hương siro phong ngọt ngào.",pending,https://your-domain.com/images/default-meal.png
Paleo Beef Stew,american,1876,208.63,137.91,54.39,"[""paleo""]","Bò hầm rau củ đậm đà, thịt mềm nhừ trong nước dùng sánh quyện ấm áp.",pending,https://your-domain.com/images/default-meal.png
Frozen Chocolate Custard (Low Carb and Paleo Friendly),american,2052,40.47,56.32,184.95,"[""paleo""]","Kem trứng socola đông lạnh, mịn mượt và ngọt ngào khó cưỡng cho ngày hè.",pending,https://your-domain.com/images/default-meal.png
Salted Caramel Bliss Balls- Aka Paleo Style Truffles,french,2633,58.09,221.62,168.29,"[""paleo""]","Viên năng lượng caramel muối, ngọt mặn hài hòa và béo bùi đầy lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Paleo Crockpot BBQ Pulled Pork,american,6348,403.14,254.68,412.96,"[""paleo""]","Thịt heo xé hầm chậm sốt BBQ, mềm mọng và thấm vị khói đậm đà.",pending,https://your-domain.com/images/default-meal.png
Primal Roast Beast Wrap Recipe,british,1039,65.76,53.13,62.59,"[""paleo""]","Bánh cuộn thịt bò nướng kiểu Anh, đậm đà, giàu đạm và đầy năng lượng.",pending,https://your-domain.com/images/default-meal.png
Saucy Grilled Paleo Pork Chops Recipe,eastern europe,894,77.12,79.94,29.49,"[""paleo""]","Sườn heo nướng đẫm sốt, thịt mềm thơm và đậm đà gia vị Đông Âu.",pending,https://your-domain.com/images/default-meal.png
Paleo Cauliflower Fried Rice,chinese,1125,56.99,97.39,56.34,"[""paleo""]","Cơm súp lơ xào kiểu Trung Hoa, giòn ngọt, thanh nhẹ bụng và giàu chất xơ.",pending,https://your-domain.com/images/default-meal.png
Paleo Ginger Cake with Lemon and Coconut,french,2391,59.12,86.59,200.92,"[""paleo""]","Bánh gừng hương chanh dừa, vị cay ấm quyện cùng chua thanh đầy tinh tế.",pending,https://your-domain.com/images/default-meal.png
Paleo Sweet and Sour Pork,mediterranean,2074,97.79,167.44,112.53,"[""paleo""]","Thịt heo xào chua ngọt kiểu Địa Trung Hải, màu sắc bắt mắt và đậm vị.",pending,https://your-domain.com/images/default-meal.png
"BBQ Beef Pizza (AIP, Paleo)",italian,2476,111.23,259.49,110.34,"[""paleo""]","Pizza bò nướng sốt BBQ, đế giòn và topping đậm đà lôi cuốn mọi thực khách.",pending,https://your-domain.com/images/default-meal.png
Paleo-Approved Classic Chicken Salad,american,2296,37.0,58.18,212.82,"[""paleo""]","Salad gà cổ điển tươi ngon, rưới sốt kem thanh nhẹ và giàu dinh dưỡng.",pending,https://your-domain.com/images/default-meal.png
Primal Curried Egg Salad Coconut Wraps,american,627,22.37,38.14,42.75,"[""paleo""]","Bánh cuộn dừa nhân salad trứng cà ri, thơm nồng lạ miệng và giàu đạm.",pending,https://your-domain.com/images/default-meal.png
Baked Salmon with Pesto and Pecans,nordic,3618,329.12,8.78,251.78,"[""paleo""]","Cá hồi nướng sốt Pesto hạt óc chó, giòn bùi và mọng nước đầy bổ dưỡng.",pending,https://your-domain.com/images/default-meal.png
Paleo Banana Chocolate Chip Muffins,american,4505,105.65,526.6,219.56,"[""paleo""]","Bánh muffin chuối socola chip, mềm xốp và ngọt ngào tự nhiên đầy hấp dẫn.",pending,https://your-domain.com/images/default-meal.png
Paleo Chocolate Sweet Potato Bread (gluten and dairy free),american,15505,77.32,1801.16,887.91,"[""paleo""]","Bánh mì khoai lang socola, ẩm mượt và giàu dinh dưỡng lành mạnh cho cả nhà.",pending,https://your-domain.com/images/default-meal.png
Easy Paleo Lemon Chia Seed Muffins,american,4371,74.35,542.66,211.44,"[""paleo""]","Bánh muffin chanh hạt chia, thanh mát và giòn sần sật vui miệng đầy sảng khoái.",pending,https://your-domain.com/images/default-meal.png
DIY Chicken Burrito Bowl (Paleo),mexican,1920,86.59,165.25,101.45,"[""paleo""]","Bát Burrito gà tự chọn, tươi ngon và đậm đà hương vị Mexico đầy màu sắc.",pending,https://your-domain.com/images/default-meal.png
Paleo Creole Meatballs,american,2350,134.14,55.22,177.0,"[""paleo""]","Thịt viên kiểu Creole cay nồng, đậm đà hương vị miền Nam nước Mỹ đặc trưng.",pending,https://your-domain.com/images/default-meal.png
Paleo Carrot & Apple Juicer Pulp Muffi,british,1766,56.05,119.56,118.16,"[""paleo""]","Bánh muffin bã cà rốt táo, tận dụng dưỡng chất, thơm ngon và lạ miệng.",pending,https://your-domain.com/images/default-meal.png
"Coconut Chocolate Chip Healthy Vegan Ice Cream Recipe (Paleo, Homemade, Dairy-Free)",american,1495,16.29,154.99,89.99,"[""paleo""]","Kem dừa socola chip thuần chay, mát lạnh và béo ngậy tự nhiên đầy lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Paleo Chocolate Pecan Tart,american,4295,52.41,149.85,387.32,"[""paleo""]","Tart socola hạt óc chó giòn bùi, ngọt ngào và sang trọng đẳng cấp quốc tế.",pending,https://your-domain.com/images/default-meal.png
Almond Crusted Tilapia,mediterranean,1893,135.57,96.94,107.04,"[""paleo""]","Cá rô phi tẩm bột hạnh nhân chiên, giòn tan bên ngoài và thơm bùi bên trong.",pending,https://your-domain.com/images/default-meal.png
New England Paleo Clam Chowder,american,5173,334.83,207.38,333.75,"[""paleo""]","Súp ngao kiểu New England, béo ngậy và đậm đà hương vị biển cả tươi ngon.",pending,https://your-domain.com/images/default-meal.png
Paleo Chicken Cauliflower Fried Rice,chinese,1465,116.43,52.09,87.92,"[""paleo""]","Cơm súp lơ xào gà, món ăn giàu đạm, thanh nhẹ bụng và đầy màu sắc.",pending,https://your-domain.com/images/default-meal.png
Paleo Chicken and Dumplings,italian,3764,377.65,125.61,194.55,"[""paleo""]","Gà hầm bánh xếp kiểu Ý, món ăn ấm áp, mềm mại và đậm đà.",pending,https://your-domain.com/images/default-meal.png
"Chocolate Berry Tart (Grain-Free, Paleo)",french,3564,97.49,280.14,228.11,"[""paleo""]","Tart socola dâu tây tươi mát, ngọt ngào và đầy màu sắc hấp dẫn khó cưỡng.",pending,https://your-domain.com/images/default-meal.png
Paleo Chocolate Chunk Strawberry Banana Bread,american,1922,38.2,228.92,94.83,"[""paleo""]","Bánh mì chuối dâu tây socola, ẩm mượt và bùng nổ hương vị trái cây tươi.",pending,https://your-domain.com/images/default-meal.png
Instant Pot Purple Paleo Potato Salad Recipe,mediterranean,2592,49.16,188.97,182.14,"[""paleo""]","Salad khoai lang tím nấu nhanh, màu sắc bắt mắt và tươi ngon đầy dưỡng chất.",pending,https://your-domain.com/images/default-meal.png
Primal Guacamole Burger Recipe,mexican,1523,99.33,50.03,102.87,"[""paleo""]","Burger sốt bơ béo ngậy kiểu Mexico, thịt bò nướng thơm lừng và mọng nước.",pending,https://your-domain.com/images/default-meal.png
Asian Healthy Broccoli Salad,chinese,1942,61.72,116.82,136.47,"[""paleo""]","Salad bông cải xanh kiểu Á, giòn ngọt và rưới sốt mè gừng thơm nồng.",pending,https://your-domain.com/images/default-meal.png
Garlic Parmesan Zucchini Bread,italian,1317,47.68,72.73,92.86,"[""paleo""]","Bánh mì bí ngòi tỏi phô mai, thơm nồng, mềm mịn và lôi cuốn chuẩn vị Ý.",pending,https://your-domain.com/images/default-meal.png
Crock Pot Korean Gochujang Pork,french,5782,409.4,101.9,415.15,"[""paleo""]","Heo hầm sốt Gochujang Hàn Quốc, cay nồng và đậm đà khó quên cho bữa tối.",pending,https://your-domain.com/images/default-meal.png
Paleo Kale Orange Beef Stir Fry with Spiralized Sweet Potato Noodles,asian,982,53.5,90.16,45.21,"[""paleo""]","Bò xào cải xoăn hương cam, vị thanh mát và đầy dưỡng chất từ rau củ.",pending,https://your-domain.com/images/default-meal.png
Bacon Wrapped Chili Dogs,american,2202,73.79,27.35,199.7,"[""paleo""]","Xúc xích bọc thịt xông khói nướng, đậm đà và giòn rụm hấp dẫn cho bữa tiệc.",pending,https://your-domain.com/images/default-meal.png
Zucchini-Bacon Egg Muffins (Gluten-Free),british,1762,91.77,24.63,144.03,"[""paleo""]","Bánh muffin trứng bí ngòi thịt xông khói, bữa sáng hoàn hảo, giàu đạm và tiện lợi.",pending,https://your-domain.com/images/default-meal.png
Easy Keto Low Carb Taco Soup Recipe,mexican,2133,88.18,55.1,173.29,"[""paleo""]","Súp Taco ít tinh bột, đậm đà gia vị và cay nồng lôi cuốn chuẩn vị.",pending,https://your-domain.com/images/default-meal.png
Coronation Chicken Salad,american,1807,106.52,38.99,136.13,"[""paleo""]","Salad gà kiểu hoàng gia, sốt cà ri béo ngậy và thơm thảo mộc đầy tinh tế.",pending,https://your-domain.com/images/default-meal.png
GO-LO Sugar Free Hazelnut Spread Review,american,925,14.52,183.36,14.79,"[""paleo""]","Bơ hạt dẻ không đường mịn màng, ngọt thanh và béo bùi tự nhiên đầy bổ dưỡng.",pending,https://your-domain.com/images/default-meal.png
Carrot Spice Cake Ice Cream,american,703,7.28,129.89,17.14,"[""paleo""]","Kem vị bánh cà rốt gia vị, lạ miệng và thơm nồng hương quế đầy ấm áp.",pending,https://your-domain.com/images/default-meal.png
Paleo Chicken Fingers and Garlic Honey Dijon Dipping Sauce,french,3015,134.16,102.85,229.66,"[""paleo""]","Gà chiên giòn sốt mật ong mù tạt tỏi, vị chua ngọt hài hòa và giòn.",pending,https://your-domain.com/images/default-meal.png
